Sample,Rawname,Condition,FW_mg,Rep,Species,Treatment,2-hydroxypyridine ,Pyruvic acid ,L-alanine,acetohydroxamic acid ,oxalic acid ,3-hydroxypyridine ,heptanoic acid ,L-mimosine,L-valine,benzoic acid ,ethanolamine ,L-leucine,glycerol ,phosphoric acid ,nicotinic acid ,L-Isoleucine,L-proline,maleic acid ,glycine ,succinic acid ,glyceric acid ,glyoxylic acid ,itaconic acid ,fumaric acid ,pelargonic acid (nonanoic acid) ,L-serine,beta-cyano-L-alanine ,L-threonine,benzoquinone ,Beta- alanine,capric acid ,L-homoserine,D-malic acid ,"5,6-dihydrouracil",aspartic acid,gamma-aminobutyric acid (GABA),threonic acid ,alpha ketoglutaric acid ,L-glutamine,Antiarol ,"benzene-1,2,4-triol ",L-glutamic acid,4-hydroxybenzoic acid ,lauric acid ,"1,3-diaminopropane",xylose,L-asparagine,ribose ,"1,6-anhydro-glucose ",trans-aconitic acid ,4-hydroxy-3-methoxybenzoic acid ,glycerol 1-phosphate ,shikimic acid ,"3,4-dihydroxybenzoic acid ",citric acid ,myristic acid ,dehydroascorbic acid,adenine,quinic acid ,fructose,D-glucose,L-lysine,allantoin,4-hydroxycinnamic acid ,D-mannose,tyrosine,D-mannitol ,sedoheptulose anhydride monohydrate ,pantothenic acid,palmitic acid ,D-saccharic acid ,"3,4 dihydroxyphenylalanine (DOPA)",ferulic acid ,myo-inositol ,caffeic acid ,elaidic acid ,stearic acid ,L-tryptophan,"3,5-dimethoxy-4-hydroxycinnamic acid",spermidine,D-glucose-6-phosphate,arachidic acid ,serotonin,arbutin ,eicosapentaenoic acid ,adenosine ,Sucrose ,lactose,maltose,Trehalose ,beta-gentiobiose,galactinol
Dan_Pdep3,181221_036.D,Dan_Pdep,56.2,3,Danthoniopsis dintri,P_dep,0.207521232,0.018501202,0.013716523,1.16902098,0.013817682,0.034845375,0.025073507,0.001355608,1.873086748,0.091914317,1.378149736,0.944823411,0.49570116,1.671566521,0.027929405,0.945243545,0.292047588,0.006262193,1.378517932,0.006313691,0.016264141,0.157305519,0.001861523,0.288047095,0.089902669,1.565973385,0.915785391,1.103623475,0.00748445,0.106673058,0.047475551,0.18509797,2.279055212,1.258658923,2.097759818,0.356097621,0.150430875,0.014816018,0.157967753,0.003485217,0.024829994,1.712139284,0.060704443,0.035295017,0.021717904,0.211796634,0.555463664,2.184043891,0.459716788,0.00671158,0.010985113,0.036369675,1.345945128,0.009505305,2.471348695,0.917024249,0.04492505,0.088932889,2.287659047,3.783519453,2.653958559,0.240287768,0.075059686,0.06320513,2.702033758,2.739356562,2.711550599,1.783319444,0.047539128,1.503949413,0.042340615,0.029892046,0.016144233,1.341294582,0.014625616,0.00472396,0.008524288,0.169788348,0.00783128,0.117888373,0.018596725,0.05504629,0.002533484,2.466695043,2.47741495,0.022289914,3.008716629,2.197865385,1.259144152,0.751527013,0.752110381,2.117134909
Dan_Pdep4,181221_037.D,Dan_Pdep,57.2,4,Danthoniopsis dintri,P_dep,0.179667363,0.013482194,0.012011782,1.010207949,0.012008848,0.031095786,0.020988796,0.000941907,1.46766936,0.067760198,1.027869102,0.802690908,0.476495228,1.400102758,0.027244375,0.799100701,0.187321245,0.005024533,1.028170232,0.004637686,0.013171733,0.136292375,0.001691896,0.26112916,0.085487779,1.190225212,0.602986705,0.740091445,0.007056994,0.070256423,0.030829592,0.177092548,2.061942582,0.882510758,1.62160131,0.322854202,0.1229617,0.008363766,0.098469696,0.002874511,0.024333307,1.229209573,0.051708019,0.042284904,0.016783361,0.267952797,0.323087371,1.971432698,0.466699215,0.007138223,0.011800129,0.030738134,2.17622149,0.009553361,2.204910293,0.843552963,0.046450535,0.055211161,1.855961678,3.532551958,2.067189623,0.204575193,0.08797507,0.043222695,2.11843801,2.078829919,2.118954858,1.383576068,0.063704405,1.233941185,0.042185004,0.02365708,0.013985134,1.051904658,0.011314047,0.004839298,0.00670879,0.125841712,0.006581715,0.102641958,0.010240518,0.050196471,0.001237992,1.861013634,1.843252231,0.018225329,2.57385268,1.833632826,1.022203247,0.45324543,0.453230349,1.860842899
Dan_Pdep5,181221_038.D,Dan_Pdep,56.5,5,Danthoniopsis dintri,P_dep,0.261416799,0.020481834,0.017414936,1.918598165,0.0175586,0.045764497,0.048812025,0.000910784,1.489134187,0.122753018,0.859523306,0.654702903,0.694831782,1.54370767,0.046498299,0.651050657,0.191953711,0.006591464,0.863801759,0.006644716,0.014400527,0.105311594,0.00255286,0.236349566,0.1042052,1.158379549,0.440771075,0.624033934,0.009783355,0.073742543,0.027514885,0.160181757,2.495985112,0.72420316,2.103635431,0.347685502,0.123557441,0.010263224,0.082975856,0.003852678,0.030908562,1.306570434,0.063646155,0.051418491,0.011415294,0.241370679,0.177572508,2.618953144,0.44753553,0.007553712,0.010139755,0.022756124,0.828184575,0.012659786,2.908914996,0.804663096,0.042228277,0.079918973,2.193039335,5.575487066,2.652960421,0.187187202,0.085196158,0.052846373,2.656471963,2.883224825,2.666067827,1.663406555,0.030332096,1.889343452,0.047586995,0.023086374,0.01873945,1.172334953,0.014858434,0.006032081,0.009370592,0.142250908,0.008407076,0.163681843,0.012259026,0.079579276,0.003687918,2.886172879,2.875533154,0.019353585,3.462532166,2.657659008,1.343932856,0.455830548,0.457014556,2.002001471
Dan_FN1,181221_039.D,Dan_FN,52.6,1,Danthoniopsis dintri,FN,0.23536679,0.014440296,0.011275931,0.936310213,0.011201955,0.031662028,0.01867995,0.00146581,1.139597243,0.088589849,0.887279702,0.481998888,0.431496946,1.931243776,0.037524469,0.482144674,0.01906394,0.006439183,0.886992642,0.006437198,0.020685619,0.175361161,0.001797175,0.293805699,0.078634946,0.524276809,0.33522767,0.279900861,0.00821119,0.09831168,0.042273367,0.224015792,1.7571113,1.054148029,1.655033022,0.44665551,0.214120261,0.015650316,0.137874367,0.005523858,0.022031701,1.447953465,0.054028415,0.025809343,0.023389471,0.319279049,0.732351233,1.812440511,0.488237813,0.006068764,0.006558057,0.023343831,0.523980041,0.007646178,1.641624239,0.513695387,0.043596626,0.119163348,1.857926096,1.94345429,2.854733332,0.3506056,0.044848316,0.097728962,2.856368863,2.793385451,2.852918454,1.946493108,0.091964311,1.250516225,0.0403249,0.025639283,0.012941156,1.19109806,0.010451786,0.005076665,0.007451413,0.143458307,0.005360071,0.098615601,0.049988557,0.065037688,0.00108435,1.80432279,1.811822064,0.041545898,2.612913728,1.812322702,1.081152051,0.291201817,0.291620254,1.196582341
Dan_FN2,181221_040.D,Dan_FN,55.8,2,Danthoniopsis dintri,FN,0.202245673,0.014224378,0.020472395,0.233876659,0.020422084,0.034106872,0.008872987,0.001172824,1.175097599,0.087012352,1.095768232,0.543169508,0.470527304,1.644561601,0.038285569,0.542996262,0.111998429,0.004943168,1.090231254,0.005016138,0.017981237,0.156625771,0.001768606,0.300935812,0.088433475,1.083059912,0.654845173,0.841679465,0.007731055,0.084308779,0.040407877,0.186720065,1.651236016,1.061464175,1.474888014,0.342062719,0.114712928,0.011813622,0.137750026,0.004473679,0.022925994,1.217017025,0.045700294,0.029804553,0.020301691,0.275578404,0.31647353,1.745184487,0.504090744,0.006354636,0.005903928,0.013525203,0.255238771,0.008256773,1.462409424,0.461788017,0.031453449,0.114593259,1.533678888,2.940318804,2.239310947,0.283255616,0.047971298,0.06204838,2.239144973,2.195574088,2.23884743,1.57260125,0.046738717,1.199413437,0.039641052,0.017881679,0.009061979,0.952620461,0.010078347,0.005784935,0.010393474,0.126677641,0.00479217,0.056813712,0.026947108,0.050725408,0.001331539,2.05091752,2.015922043,0.027598587,2.505266484,2.015346308,1.059547776,0.204357505,0.205058378,0.976338943
Dan_FN3,181221_041.D,Dan_FN,53,3,Danthoniopsis dintri,FN,0.226345497,0.015327176,0.018096721,1.191752887,0.018111376,0.031347474,0.027605479,0.000729574,1.487842066,0.081896632,1.143130565,0.737170803,0.521146762,1.766705116,0.028016055,0.732489222,0.265325264,0.005667047,1.146832951,0.005668261,0.016504856,0.136345652,0.001449132,0.248343994,0.087876156,1.357201828,0.622344842,0.923080267,0.008901118,0.069388048,0.031178534,0.113440803,1.571999299,0.874360077,1.531603247,0.32897447,0.117705497,0.006809418,0.117148261,0.002573301,0.025394261,1.38285154,0.048660338,0.024416514,0.013314083,0.219558472,0.293818289,2.004122233,0.47242503,0.006427045,0.00436188,0.014066053,0.25585119,0.007125689,1.477067465,0.377555464,0.026728395,0.060388013,1.318478329,3.722832527,2.531188259,0.245521315,0.043784004,0.059316477,2.530511949,2.337622589,2.529915341,1.644427661,0.046116587,1.192691506,0.035616266,0.015782624,0.01011384,0.867416315,0.009634092,0.004325463,0.006138485,0.122188094,0.004813218,0.062443269,0.02364906,0.051623169,0.001209864,2.051912921,1.932264314,0.023321574,2.533926163,1.854206671,1.032102558,0.222900587,0.222872336,1.686450389
Dan_FN4,181221_042.D,Dan_FN,56.9,4,Danthoniopsis dintri,FN,0.224891524,0.014077385,0.020040391,0.832156387,0.01999626,0.034014866,0.016162912,0.013634944,1.198509606,0.094498562,0.961730804,0.502838904,0.559667001,1.837041577,0.048574583,0.502921435,0.025114877,0.007012659,0.961783744,0.006996969,0.019071216,0.157863308,0.001717488,0.296267315,0.091835051,0.825024519,0.594519119,0.48747931,0.006302116,0.108716324,0.064181842,0.168894972,1.590915657,1.243435015,1.668586376,0.474022742,0.157951778,0.011463229,0.212478878,0.004825991,0.026401625,1.511755213,0.05233992,0.030436787,0.024850625,0.269442674,0.68790444,1.823317344,0.476336599,0.006988607,0.006458946,0.019029818,0.503341905,0.007111986,1.537143047,0.445757012,0.026193663,0.139934005,1.703772604,3.214302558,2.407343245,0.305913448,0.035107753,0.077185784,2.407328325,2.497360736,2.407157947,1.669071203,0.059013274,1.225990354,0.036301455,0.033448638,0.012940045,1.207619911,0.008372161,0.005020543,0.013004295,0.150244186,0.004682329,0.058687591,0.032854736,0.054964051,0.001014933,2.423908867,2.449237778,0.030220035,2.941895427,1.934687738,1.362646686,0.363550868,0.363535275,1.213877314
Dan_FN5,181221_043.D,Dan_FN,54.5,5,Danthoniopsis dintri,FN,0.208091629,0.014774178,0.019603711,0.257716839,0.019482403,0.037838532,0.009199042,0.001154868,1.283800423,0.084774287,0.98524861,0.750146109,0.532743809,1.764803295,0.051328923,0.749407326,0.150498029,0.005619113,0.98505166,0.005690688,0.018225421,0.159822718,0.001231572,0.300855733,0.074022591,1.107563708,0.784802225,0.857583769,0.008205147,0.067379995,0.042276489,0.169743937,1.570046997,1.070613528,1.56101287,0.335052808,0.168457635,0.009430848,0.154522386,0.002907912,0.025827577,1.267658473,0.051961161,0.030040931,0.017408774,0.286203757,0.458659396,1.81516521,0.503818479,0.005866485,0.007285181,0.014604529,0.297373503,0.006223015,1.493842609,0.464599376,0.025395852,0.089239082,1.483730464,2.882298829,2.322235129,0.218605743,0.04125657,0.063362309,2.323159576,2.213891774,2.323432027,1.607780533,0.049201114,1.145858959,0.03271839,0.018053123,0.011072709,0.937003966,0.008653982,0.003893966,0.007165822,0.124242005,0.003899546,0.059903329,0.023850359,0.054782136,0.000744861,1.984438445,1.982350185,0.021632694,2.45098758,1.612412344,0.988204673,0.219840556,0.2207757,1.647121666
Maize_Ndep1,181221_046.D,Zea_NDep,49,1,Zea mays B73,N_dep,0.305405728,0.018608137,0.020073947,1.351803974,0.020084571,0.041917691,0.029662441,0.000855554,0.454912306,0.102501731,0.720233249,0.225149274,0.642613367,2.149919248,0.059877512,0.225834081,0.403651692,0.021263879,0.720275387,0.021292079,0.015740071,0.231473996,0.0020135,0.117868885,0.122286778,0.191676177,0.019809643,0.108761914,0.010704499,0.026986146,0.021091159,0.047911653,0.835782027,0.167857967,0.464677349,0.344330172,0.018343905,0.042086613,0.018969886,0.004070659,0.027067685,0.848619419,0.061932193,0.031988734,0.014520235,0.166411011,0.028317734,1.909766793,0.460391044,0.012446322,0.006725849,0.118367008,1.596781392,0.013282652,0.731682716,0.162428451,0.0243321,0.032658116,2.133879562,2.613927714,3.832653402,0.148666351,0.002201668,0.149177263,3.831595802,1.380691353,3.875735506,2.579410985,0.149738843,1.328606157,0.192892855,0.051535414,0.067843822,0.534224281,0.252585202,0.01155901,0.008017122,0.183821938,0.042480797,0.104795069,0.066949835,0.065725905,0.012864892,0.350215293,1.651241615,0.088095147,4.055913665,1.022492682,2.296386801,2.135121234,2.123840463,0.299927759
Maize_Ndep2,181221_047.D,Zea_NDep,55,2,Zea mays B73,N_dep,0.252220621,0.015694696,0.016722103,1.007161751,0.016688239,0.038328912,0.020757315,0.001151992,0.26495085,0.070447318,0.734076288,0.276728809,0.515078916,1.70982582,0.037069815,0.276634441,0.043043173,0.018155841,0.734033827,0.018219562,0.013386485,0.182406608,0.001772774,0.086509294,0.093015331,0.482934662,0.015101386,0.251256934,0.010847037,0.016338684,0.015142467,0.051621087,0.824192299,0.12064108,0.365691575,0.137222096,0.01762692,0.039595659,0.012044601,0.001238159,0.019867755,0.697670409,0.04137291,0.020505056,0.011814356,0.12837129,0.020402281,1.735431652,0.523669535,0.014230472,0.008179346,0.14514398,1.426899909,0.016300635,0.77987434,0.167619318,0.031626958,0.039785075,1.991856949,2.300827046,2.009745558,0.115605968,0.001300344,0.165168004,2.010710295,1.428197682,2.028403256,1.489238973,0.187885923,1.143017559,0.10643297,0.04472564,0.078000669,0.623539999,0.170671185,0.010285641,0.00437629,0.135872563,0.040355298,0.085634439,0.067322997,0.050462977,0.019090246,2.014438863,0.520851156,0.085317248,3.295031563,2.016357443,1.806002388,1.445953391,1.418829181,0.217432888
Maize_Ndep3,181221_048.D,Zea_NDep,51,3,Zea mays B73,N_dep,0.216122888,0.014580195,0.014768299,1.037296254,0.014768665,0.02932,0.024137611,0.000485111,0.237929846,0.063983011,0.524452366,0.125548645,0.481834403,1.49090807,0.033425071,0.125616576,0.018265125,0.016309068,0.524386627,0.01639131,0.009969933,0.171013045,0.002032969,0.085545139,0.137460856,0.166657287,0.0222422,0.094642324,0.006623354,0.01421937,0.015616053,0.039275874,0.645194584,0.101954121,0.314304189,0.11395367,0.014101718,0.030751649,0.01076023,0.001160473,0.01868583,0.701314717,0.041838779,0.025688731,0.009953752,0.32498703,0.020953326,1.684907869,0.59631631,0.011911249,0.00745372,0.117409342,1.270202448,0.010242579,0.565297244,0.11805332,0.018010945,0.024346472,1.697428768,1.860699122,2.730236422,0.071907276,0.001203844,0.132346542,2.727646945,0.980765617,2.726386332,1.846665778,0.101007191,1.021100371,0.105796418,0.042116965,0.05948261,0.430178966,0.143292964,0.008723605,0.003466784,0.118540286,0.035252932,0.077264979,0.064722266,0.040780843,0.00837321,2.263313916,2.385773478,0.068822507,2.889522831,0.745243416,1.669681628,1.487490294,1.487477939,0.180584494
Maize_Ndep4,181221_049.D,Zea_NDep,51,4,Zea mays B73,N_dep,0.168925449,0.01226925,0.01306244,1.170841869,0.013055712,0.032665442,0.030330236,0.00106582,0.163461847,0.065184664,2.126593642,0.174060103,0.456072717,2.986158916,0.015871884,0.173910283,0.04390805,0.013194994,2.127114846,0.01324521,0.009704602,0.153089899,0.002957699,0.074347958,0.151107296,0.341680058,0.033758361,0.184732203,0.007248667,0.009674811,0.014139845,0.035274931,0.539175052,0.140328144,0.238486843,0.059911346,0.014712191,0.022337076,0.007840501,0.001803985,0.020230187,0.449994457,0.041306975,0.02847569,0.008472667,0.102103907,0.024671445,1.969717054,0.488442221,0.009851868,0.005252978,0.090297936,1.226234006,0.007789932,0.508925183,0.110248244,0.013525992,0.021980217,1.745155051,1.779198132,2.601512653,0.077143021,0.001623138,0.125762108,2.601744743,0.78572521,2.59904484,1.713459887,0.060165457,1.191129404,0.101460509,0.034351931,0.066846841,0.28459228,0.27329873,0.009964999,0.002473346,0.10220549,0.042775963,0.077543763,0.048591976,0.039637862,0.013985282,2.029549951,2.029548742,0.044101229,2.992238588,1.507031794,1.697893303,1.612861905,1.612848447,0.153852041
Maize_Ndep5,181221_050.D,Zea_NDep,53,5,Zea mays B73,N_dep,0.171377543,0.012905439,0.013038771,1.103483231,0.013004189,0.032530885,0.028708865,0.001750032,0.404739896,0.057536165,0.740249388,0.456448055,1.800213709,3.034953677,0.023422372,0.455584113,0.17829072,0.023825321,0.740498557,0.023837714,0.017635271,0.183715245,0.002830149,0.099492742,0.20424372,1.158180572,0.042696469,0.829400871,0.009798967,0.015186089,0.015098716,0.046786639,0.823694002,0.147283022,0.842736724,0.121424006,0.02105222,0.033222803,0.016969895,0.002382358,0.028670343,0.894651039,0.042810655,0.084787339,0.01491592,0.120775911,0.037541925,1.93280752,0.501495061,0.012798015,0.006706118,0.115980553,1.391305705,0.011641582,0.788580702,0.177786344,0.01626991,0.024991946,1.922476983,1.961403714,3.024042372,0.100896483,0.00157563,0.186449236,3.025599319,0.948802062,3.02539116,1.917945155,0.093185501,1.076454845,0.096573825,0.071189539,0.081309673,0.405979751,0.427465585,0.009708905,0.003661729,0.225533887,0.040791679,0.080493464,0.096853323,0.041557529,0.031497049,0.679069123,0.679222574,0.086241622,3.27774557,0.489190631,1.884166114,1.687303173,1.692791006,0.28355589
